disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash,lastRefresh,id
3271,,,,,1322697.68,1320410.25,,2023-11-05T00:00:00.000Z,,,de7d3fce4ed1d702f92f987d96db85398d6911f2,2023-11-05T03:42:32.355Z,881a5921-483c-44e5-bb12-1e869ada4e1a
3272,,,,,2140920.65,2086189.37,0,2023-11-05T00:00:00.000Z,,,ccc6fbe4d4f4d48934b4e26aebd9584efa605be3,2023-11-05T03:42:32.355Z,2d3daef3-2b1d-477b-8e22-d9bba311b959
3273,,,,,2617215.44,2150970.01,,2023-11-05T00:00:00.000Z,,,0d846d0f44d66ae018c969cd8522c5633c89d825,2023-11-05T03:42:32.355Z,66d6fc06-b383-485d-a051-5d4a06b4f559
3274,,,,,9119854.72,9138717.94,,2023-11-05T00:00:00.000Z,,,cb7c7023bbe626c2399998c506289eeda315eecc,2023-11-05T03:42:32.355Z,eb0e3482-ddd6-43cf-82cf-53fc4b69281c
3275,,,,,2865308.55,2802803.93,,2023-11-05T00:00:00.000Z,,,ac634d9017629f43a99dc2081a15c1d09f49de47,2023-11-05T03:42:32.355Z,de5a0d98-ad46-46f9-a610-38c788a40ea2
3276,,,,,79259.86,79259.86,,2023-11-05T00:00:00.000Z,,,5a674302109f1911c2dc2125c02d94062cac8f7a,2023-11-05T03:42:32.355Z,33f5b555-b5a7-49b3-bdda-af27c7f2aacc
3277,,,,,15338277.73,15399918.36,,2023-11-05T00:00:00.000Z,,,8e1ede955f5a74767694566915b6f6f78a746289,2023-11-05T03:42:32.355Z,9db63821-807b-40de-915e-169547fdd119
3278,,,,,3560273.15,3592835.96,,2023-11-05T00:00:00.000Z,,,9e672a17799440cf0a1be16e34d0093d6c5525f0,2023-11-05T03:42:32.355Z,76fcce65-63c8-4364-b1bc-00548c4ba63c
3283,,,,,5046066.37,5013490.12,3156.11,2023-11-05T00:00:00.000Z,,,99d974d697a438c7f4600d907815eb41790290ce,2023-11-05T03:42:32.355Z,f7ca0249-c68d-4845-b93f-aaa940f19855
3285,,,,,8596849.56,8462882.85,,2023-11-05T00:00:00.000Z,,,8ad477b05346f34cfe0237ee48bf8408a6a5f5d6,2023-11-05T03:42:32.355Z,c3396238-3ed0-4804-ab1e-6a58faadc794
3145,,,,,,,,,,,7334b6f6e5deba581b157e4471b1067cff710453,2023-03-18T13:22:12.883Z,71cfdc5a-ed57-4649-a3dc-85fcb187d021
3146,,,,,,,,,,,b780af9dee4818fdfa77354c75b179887892ebc0,2023-03-18T13:22:12.883Z,e88df995-9b57-4292-87d6-2a19a8676e65
3147,,,,,,,,,,,157c6affa9bfba4fdbf9b8f3a28083445704cf75,2023-03-18T13:22:12.883Z,a056196e-fadf-438c-a83f-18162d55566b
3286,,,,,7122145.99,7078992.19,,2023-11-05T00:00:00.000Z,,,2ccc1f708977b1cfce3fef2e84c6a6100abcebd4,2023-11-05T03:42:32.355Z,b6b01be4-a5bd-4221-82ac-fcfb1951bdf1
3149,,,,,,,,,,,6ca0d07bcd1c80124b7c570d77a27784f45e7bd6,2023-03-18T13:22:12.883Z,5525547f-b53c-4be3-be1f-6abe8dcb7a38
3287,,,,,246230084.13,245295902.04,,2023-11-05T00:00:00.000Z,,,8cc77a885e8661af3d4094ef80fc6825edde2a5c,2023-11-05T03:42:32.355Z,704c8105-8029-46b0-af35-e41535fc071c
3151,,,,,,,,,,,93489334deb47f2d0e0b3cadca908ec29330dd6a,2023-03-18T13:22:12.883Z,30fda6d5-50b4-4c34-b2a7-1566fd6fc665
3152,,,,,,,,,,,10005269f4db7f2c2ed8485a753771bb83b74c28,2023-03-18T13:22:12.883Z,25732488-29b3-4934-af20-0656b5069094
3288,,,,,8915740.63,8889346.45,25932.75,2023-11-05T00:00:00.000Z,,,64d73baf1047ddbfa3e25020f7ff14763da4fd12,2023-11-05T03:42:32.355Z,2286239d-94b9-40d3-a22f-a77171af7f7f
3290,,,,,27385680.76,27155369.85,,2023-11-05T00:00:00.000Z,,,10d7e4b24b9759643b391f4ea8b177340190842d,2023-11-05T03:42:32.355Z,4bf12665-e317-498b-94d3-0f060da83d24
3291,,,,,356530.38,344114.38,,2023-11-05T00:00:00.000Z,,,a0cef0474a71751f4cf1501361430a8289be2438,2023-11-05T03:42:32.355Z,4846db4b-9f9d-4fcd-a2f4-bcc5126b8f0d
3292,,,,,611711.02,589645.02,,2023-11-05T00:00:00.000Z,,,4342dfbbeae090e8b640d6deb1f48888124e6646,2023-11-05T03:42:32.355Z,ab32afa9-8e3d-4f0b-9dc5-fa4968af6e33
3293,,,,,957955.64,926010.1,,2023-11-05T00:00:00.000Z,,,bd1f988c3296c2e30e022276f7066d4cb8bab431,2023-11-05T03:42:32.355Z,a491f749-ac65-4d08-9db5-526504046ce4
3158,,,,,,,,,,,cce87eea83aa55e871e42ae654e6f8525bd62759,2023-03-18T13:22:12.883Z,9e2bb15b-d688-48c0-bbfa-8e8b5b4c458e
3159,,,,,,,,,,,badb0e518015226140ea3f556867116c7ce11e64,2023-03-18T13:22:12.883Z,0da1ad25-4fe2-4fb0-ad31-18a11a79ccb3
3294,,,,,562028.74,562028.74,,2023-11-05T00:00:00.000Z,,,2e4bb9fa7e2f08cbe303908d82a8dd7bae63f96f,2023-11-05T03:42:32.355Z,663c8822-fd7d-4507-977a-49e55d2daebf
3299,,,,,11498194.84,10046653.19,0,2023-11-05T00:00:00.000Z,,,90eca0702b5dd41b805eb4ce542bded09cb534d0,2023-11-05T03:42:32.355Z,c1b63d2b-c591-4ac6-9969-05eff3c794c9
3300,,,,,9540583.88,9531434.79,,2023-11-05T00:00:00.000Z,,,ac609ec161a4a934dcddd2e03a8988f5a984644a,2023-11-05T03:42:32.355Z,24129fa0-14ab-4bc3-be9f-2e687a03f7dc
3304,,,,,544794.58,544794.58,,2023-11-05T00:00:00.000Z,,,e91fc8e6cdd7a8e7280cd0fd01ff5768848252a7,2023-11-05T03:42:32.355Z,71ac4fd4-0b01-4328-9c1b-0ba944f2422a
3305,,,,,397944.96,384452.73,,2023-11-05T00:00:00.000Z,,,9beb72df4266c1ad214b004abc35b324a1c2f5ed,2023-11-05T03:42:32.355Z,dcb87ad0-4b9b-4089-b8fa-c444c090e378
3306,,,,,2961508.24,2865215.24,0,2023-11-05T00:00:00.000Z,,,05dd4d718ce011a0fdf7339c72640adb3e18a284,2023-11-05T03:42:32.355Z,54cac46e-7ded-425b-adb9-8e9d0f53c8fd
3309,,,,,4872449.38,4542934.42,,2023-11-05T00:00:00.000Z,,,8ea11cc8d7b934c4a866b0a0d4620edbea6eb22a,2023-11-05T03:42:32.355Z,a91c5ed2-a367-46c1-bb3e-abf91ef0063a
3314,,,,,455369.3,438647.3,,2023-11-05T00:00:00.000Z,,,85c4bc404ef53ab239812a9170528dbd5c791dac,2023-11-05T03:42:32.355Z,9c28b0e3-7d39-4c3b-89d4-6df9a96a3ef5
3168,,,,,,,,,,,9821ff131405fb3ca848621e2ac492c8d9db63ab,2023-03-18T13:22:12.883Z,38b9a4c8-77dc-444c-98bb-3fcaf12dbcfa
3315,,,,,741694.21,740080.16,,2023-11-05T00:00:00.000Z,,,906c8fd18fb58e28d7401dcf46d278e6e79d1938,2023-11-05T03:42:32.355Z,4b1aa539-1b68-49c6-bbe1-6c619f9138e4
3320,,,,,16250.69,16250.69,,2023-11-05T00:00:00.000Z,,,d904dc231299767aa78469c6b041da4db49641d0,2023-11-05T03:42:32.355Z,43824b26-652c-40ba-a9f5-b835f62493e7
3322,,,,,28922892.77,28290606.47,,2023-11-05T00:00:00.000Z,,,650ff6389de765755ae21bfbc7d3d21be16ae8fb,2023-11-05T03:42:32.355Z,f600dcb3-8d28-4a80-a569-18c8de94a3d3
3326,,,,,781030.88,777654.44,0,2023-11-05T00:00:00.000Z,,,06735bcd3c810c08baaa0a6947f0040a63748c10,2023-11-05T03:42:32.355Z,39bb9644-a43e-41e0-b276-91685db9ec23
3328,,,,,1313887.82,1313887.82,,2023-11-05T00:00:00.000Z,,,dfef9827433c716344590e651eaabb48cda1ba68,2023-11-05T03:42:32.355Z,0a8bd6e9-f1fa-41ff-93e3-79572fa32ade
3329,,,,,74241.71,73559.71,,2023-11-05T00:00:00.000Z,,,1995c68a7a88468c6d3145b9fb507d7c7184a39d,2023-11-05T03:42:32.355Z,47fb8ed2-f341-4603-92f3-a5744284cb74
3330,,,,,5366361.92,5365114.75,,2023-11-05T00:00:00.000Z,,,758162f65a258868ccc27b529c97f1c7d20bc912,2023-11-05T03:42:32.355Z,a29d2ec3-9d93-41c4-a490-78a9d37352be
3335,,,,,5191261.4,5183599.95,,2023-11-05T00:00:00.000Z,,,f8f05a232b4e3eebd62c587b32497634e66c88bf,2023-11-05T03:42:32.355Z,ab665174-b0f4-42ce-9927-96c13e908e72
3336,,,,,916843.53,912147.08,1336.34,2023-11-05T00:00:00.000Z,,,3b4a4dead109044069237629b28109445f6960f5,2023-11-05T03:42:32.355Z,1d38f61e-24b5-4032-88eb-b7517438bd7a
3340,,,,,495306.49,495306.49,0,2023-11-05T00:00:00.000Z,,,6641afe39c81eba878b8ef72f9c235313d865b5d,2023-11-05T03:42:32.355Z,5653ce02-09d2-4ca3-b8ce-33052e39aef3
3341,,,,,3194.36,3194.36,,2023-11-05T00:00:00.000Z,,,b0b6c974c16a2f8e9a0d11fa010f57bc98cdb187,2023-11-05T03:42:32.355Z,8ff09913-573e-42ac-9ef3-e4e449c3c6db
3342,,,,,28257.8,26307.8,,2023-11-05T00:00:00.000Z,,,9952f1600dd9cbf446b5d72bf9d18a42b9776058,2023-11-05T03:42:32.355Z,ffc86c67-b61e-48a7-876e-7acbf3fe8a19
3358,,,,,19645.54,19645.54,,2023-11-05T00:00:00.000Z,,,af82c926e8ef85bf03c39e2760262730d3947dd2,2023-11-05T03:42:32.355Z,ffe341b4-7ed6-4cdc-9335-b8773b1a5e5c
3360,,,,,644300.52,643660.59,,2023-11-05T00:00:00.000Z,,,eaa6d91327fd4b1d831236520405295405c51dc3,2023-11-05T03:42:32.355Z,9e940c79-55cf-436c-a475-932414a3368d
3362,,,,,6195205.8,6150974.31,,2023-11-05T00:00:00.000Z,,,234c56da74bb2c6d59322c1d2666b8b878b4ffbc,2023-11-05T03:42:32.355Z,eedcedd5-e0e9-4af9-8fdc-f6bf30842d63
3363,244,908559.23,368377.93,540181.3,4019821.87,3877551.87,,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,,308ac4608f729e8f6bf8aefefd87d95e404d973d,2023-11-05T03:42:32.355Z,20b2f1a8-1346-4fa9-ad56-7d20c03fa97d
3366,,,,,1639099.39,1616759.14,,2023-11-05T00:00:00.000Z,,,52ba003952f7a8eb7a9e75a9be943edca44c9af8,2023-11-05T03:42:32.355Z,2efe0cff-c002-47c2-8568-f6e7f3fcce47
3376,,,,,6999940.03,6887862.58,,2023-11-05T00:00:00.000Z,,,2fb0e789225d714768aeb236cb7b9ac482a5b02e,2023-11-05T03:42:32.355Z,4c7abc96-95a0-4d35-a806-377f138cd5cf
3382,,,,,0,0,,2023-11-05T00:00:00.000Z,,,009ccb00f5bacac85b9170b11861e56daf1b674f,2023-11-05T03:42:32.355Z,d8bab816-c9b2-4faa-a057-d1e3a59c7a86
3384,,,,,24959516.41,23052403.1,,2023-11-05T00:00:00.000Z,,,af97cd75b898ed9731f1dd4e350cc6268e30ca60,2023-11-05T03:42:32.355Z,9ac31a54-815c-4be0-a8da-63ef41d366d2
3389,,,,,585571.92,538731.49,,2023-11-05T00:00:00.000Z,,,73c703cfafb2ae09179648abadd7ffe400b1e62e,2023-11-05T03:42:32.355Z,2b3338a7-c0f9-483b-8140-ffddd537a7f9
3392,,,,,4364366.76,4021752.95,0,2023-11-05T00:00:00.000Z,,,23225b629ee4b2fa33f846a45668bad49de53498,2023-11-05T03:42:32.355Z,88be9a57-5794-4132-be20-8873c2945a8f
3395,,,,,446808.86,408677.66,,2023-11-05T00:00:00.000Z,,,aede44a49caa43291e926af478e377e0aa21c6ba,2023-11-05T03:42:32.355Z,fce55539-71e0-4e5b-ac4f-19d1eede6a9f
3413,,,,,0,0,,2023-11-05T00:00:00.000Z,,,c1e36a2d6c2c110e38f3ac3fcb43a919d4f7489e,2023-11-05T03:42:32.355Z,ea0c48c9-1a3c-4311-b10d-4d0763308d03
3428,,,,,8673825.07,8550155.82,,2023-11-05T00:00:00.000Z,,,cf531d9d192f173770bd9bb412df68776bfdb85c,2023-11-05T03:42:32.355Z,627fd607-cd38-423f-a02a-e8f4335dd842
3435,,,,,0,,,2023-11-05T00:00:00.000Z,,,d9c92c152f0c4d03e2c1d661189e1b1104e3c0ef,2023-11-05T03:42:32.355Z,a151c0e3-1c98-41a8-a48c-dab7f3d19db1
3441,,,,,0,,,2023-11-05T00:00:00.000Z,,,0118c06bf60523d56aa455cd16a59eb7a85f1f28,2023-11-05T03:42:32.355Z,4ea4a9e5-f3a7-405e-b3da-9135e6ae83c8
3442,,,,,2560819.03,2535646.13,,2023-11-05T00:00:00.000Z,,,fa076027c0fa6483c7388b7138a7fe0d15780412,2023-11-05T03:42:32.355Z,6d146801-960b-4f45-b432-cfe43a0fb1f8
3443,,,,,834941.02,834941.02,,2023-11-05T00:00:00.000Z,,,6b1f35761248694ab407fd9ffc7d1a5024270677,2023-11-05T03:42:32.355Z,36dfefcb-943f-4e53-b6e7-45dbb03ad98e
3459,,,,,0,0,,2023-11-05T00:00:00.000Z,,,6b5fca4210d148ce52e45a60000440f15e76c001,2023-11-05T03:42:32.355Z,206a6693-c152-4021-9b74-6a70b085d726
3484,,,,,1717708.92,1717394.69,,2023-11-05T00:00:00.000Z,,,25cc40dcafdff1c4e2c03af886d876fa7032954d,2023-11-05T03:42:32.355Z,3466f393-3974-40b4-9754-a4a7efd07236
3486,,,,,37725358.93,37725358.93,,2023-11-05T00:00:00.000Z,,,fa94acdcce8f17761d6c9f639241be0542e1fff0,2023-11-05T03:42:32.355Z,e876532a-d101-40f3-8217-935d410b68b4
3488,,,,,103547.62,103547.62,,2023-11-05T00:00:00.000Z,,,fa1579dd0b9d6c0e3c319f7aa024596bb5e7cc1b,2023-11-05T03:42:32.355Z,64e83942-00be-4b27-bacc-307dba3646fd
3489,,,,,38364.77,38364.77,,2023-11-05T00:00:00.000Z,,,b9bb95cb53e5aa9e5f8214e1d4683e3b8fcd225a,2023-11-05T03:42:32.355Z,9f38bdfb-5206-4b0a-986a-d386a0997158
3490,,,,,7152.97,7152.97,,2023-11-05T00:00:00.000Z,,,0ba76e183af15cddd17d354447a3af66f3594b79,2023-11-05T03:42:32.355Z,a6d51383-2934-4c58-8005-078e2e4b2364
3495,,,,,10632.22,10632.22,,2023-11-05T00:00:00.000Z,,,9c2f89d6547cc8f1e1608d3d8fa1549349c8c4da,2023-11-05T03:42:32.355Z,38717fc7-bdbf-4317-8bee-e9d4ec833037
3496,,,,,280018.32,280018.32,,2023-11-05T00:00:00.000Z,,,79cfcdda2081a86eab61c942a39753e29f961356,2023-11-05T03:42:32.355Z,1c02d412-5be6-4261-8cbf-a53bfc0d7f02
3497,,,,,62972.49,62438.92,,2023-11-05T00:00:00.000Z,,,6e9f35800592cb389335f7d09bca0acc43d5c996,2023-11-05T03:42:32.355Z,502f16bc-4479-4cba-82b1-6d98dafc58e4
3212,,,,,,,,,,,026463a1cd1e9a6a60aa6756e8f8da42f26c0720,2023-03-18T13:22:12.883Z,2e656fbd-defb-4e95-abff-91369eed7210
3213,,,,,,,,,,,2483b21d8e0ce98b05106c8ff9f909b4e04dc52a,2023-03-18T13:22:12.883Z,a6394355-64c3-4afe-938d-2d62517012d2
3214,,,,,,,,,,,2a2dddb4ee56f3c4bbcaad0f756e457fdd7c4969,2023-03-18T13:22:12.883Z,534acf21-5d5f-4499-9514-8477da0c4f36
3498,,,,,1361447.78,1361215.49,,2023-11-05T00:00:00.000Z,,,8c6030f1b63ad5d21b4260c62bd066ccca104fdd,2023-11-05T03:42:32.355Z,85d4b466-cc2c-457b-85fc-4dcee2b0be79
3503,,,,,0,0,,2023-11-05T00:00:00.000Z,,,88d0b0b33d590845a04d8654f757355cbdcd7469,2023-11-05T03:42:32.355Z,f344425d-ac4f-47b9-b4fe-aa829a046bed
3504,,,,,3302890.76,3107708.39,,2023-11-05T00:00:00.000Z,,,5f92f1790c590781b923978ce53d7196915d65a6,2023-11-05T03:42:32.355Z,82889a64-17c1-4091-bc1e-98d94d3a116f
3505,,,,,359340.27,359340.27,,2023-11-05T00:00:00.000Z,,,5bc60ac911e2f6f94e23f4d6fc6955f25eb6a879,2023-11-05T03:42:32.355Z,e1c175e0-be35-4894-a9df-8d503b39d7ac
3507,,,,,998989.19,998989.19,,2023-11-05T00:00:00.000Z,,,b6f611993941574357bf526da56ad9c517af7584,2023-11-05T03:42:32.355Z,a655a5e5-cbb5-4922-92fd-ee5fbd5295a8
3515,,,,,0,,,2023-11-05T00:00:00.000Z,,,9a9cf316729535d63f4006f6b8bdaccc5b100c60,2023-11-05T03:42:32.355Z,37d8c95d-3424-492e-b0ef-4170803baca7
3518,,,,,39353.18,39353.18,,2023-11-05T00:00:00.000Z,,,a5561fb86ca6df9fc534a997a9d1f0ee73d92669,2023-11-05T03:42:32.355Z,b10d8bbe-539d-4722-9459-7cc74835f2bb
3521,,,,,2565254.14,2565254.14,,2023-11-05T00:00:00.000Z,,,0fc8e7347f503872fb59e3dfb5b40cf6c56a024d,2023-11-05T03:42:32.355Z,da24b862-45dc-4764-b799-af55839721b9
3523,,,,,275575.36,275575.36,,2023-11-05T00:00:00.000Z,,,43b95aba10dc6fa40e0ba5adc23a418b44892355,2023-11-05T03:42:32.355Z,8772a393-53b6-447c-bcca-e754920c841e
3526,,,,,1232766.95,1232766.95,,2023-11-05T00:00:00.000Z,,,b73d3642d6a32d37226da806f308946c40af27d2,2023-11-05T03:42:32.355Z,d59c1bbf-a90d-4bf3-b176-6f1b3b715e65
3527,,,,,322190.94,288532.25,,2023-11-05T00:00:00.000Z,,,c6914bf5a5e9e887bcd5d8ee69e0725a46b55e6e,2023-11-05T03:42:32.355Z,f291e204-5bec-4130-8387-9669bc7bf212
3528,,,,,0,0,,2023-11-05T00:00:00.000Z,,,76cef0c9ed5906bbfe21a8fa3e570c6d1cb0cdac,2023-11-05T03:42:32.355Z,0b21d452-5901-4fc9-a235-5e7b55c3836f
3529,,,,,421455.95,390647.26,,2023-11-05T00:00:00.000Z,,,f2267271f0285fd0a90d1806091c64084f2b0abd,2023-11-05T03:42:32.355Z,4e928c36-1f63-4a8b-9957-10d748b42033
3597,,,,,,,,,,,7cc35d189117861c974e6e37848111faff0ddd5a,2023-08-31T23:03:34.017Z,2be5cd33-8dc1-4813-a6a2-a3785b99c6a3
3530,,,,,2189464.23,2066661.57,,2023-11-05T00:00:00.000Z,,,e00ee2cebc11e15105d5099c736b546ca182ccd5,2023-11-05T03:42:32.355Z,538c51f1-c6bc-4c1a-92ee-e0c130dd49a1
3533,,,,,1340165.23,1190472.69,,2023-11-05T00:00:00.000Z,,,abb43fb6cbd89800a1627dad99802010dfac512b,2023-11-05T03:42:32.355Z,b8de3d71-0632-465c-8530-aca68b8ae024
3539,,,,,22140.45,22140.45,,2023-11-05T00:00:00.000Z,,,91087d42c499742b44b0da9ff63b8d6c243b5d8b,2023-11-05T03:42:32.355Z,f23078dc-7b88-4c0b-ae74-d0bcfb8dd245
3540,,,,,57911629.73,55924295.7,,2023-11-05T00:00:00.000Z,,,22d59dfa9d8a526a39c4b91ddb0e0c02b0207980,2023-11-05T03:42:32.355Z,4b10530c-489e-490f-8677-9690ec51661f
3543,,,,,6025553.08,5819590.63,,2023-11-05T00:00:00.000Z,,,b81e9df35db4a32ffb295fe3215e73354733c66a,2023-11-05T03:42:32.355Z,c319956b-e720-448b-a922-d541ad6a19ff
3544,,,,,964564.73,950443.66,,2023-11-05T00:00:00.000Z,,,c445714d1d972afd642dadb38a6a01df640db4c3,2023-11-05T03:42:32.355Z,81babdec-5fa7-4c5c-b846-690b67719331
3545,,,,,80246.7,77183.79,,2023-11-05T00:00:00.000Z,,,f2bc1edf38dbec3e96c233b0aa29ca9b8ba20336,2023-11-05T03:42:32.355Z,0925732c-6628-4a55-b135-9fa52fe94da0
3548,,,,,83091.21,81291.3,,2023-11-05T00:00:00.000Z,,,60a7faccc085c5d636b6efb9d9d4b7fc9ef34845,2023-11-05T03:42:32.355Z,66a86676-7a35-4528-8d83-ab721bec35bd
3550,,,,,0,0,,2023-11-05T00:00:00.000Z,,,63d3b08974ecd67a5b37ffc5aeb1807b5949001d,2023-11-05T03:42:32.355Z,22874a1d-7b2d-47d2-a887-2b6b63f47ef6
3551,,,,,554681.32,509994.29,,2023-11-05T00:00:00.000Z,,,966a6fb5b238a090fff1ce09be95fa5c3ce08ce3,2023-11-05T03:42:32.355Z,f1fb0ede-030f-4f7f-849b-eaea2521afcb
3553,,,,,6215069.13,6215069.13,,2023-11-05T00:00:00.000Z,,,588c6a5aa07198568a4c63bc44ce97d8ceed5449,2023-11-05T03:42:32.355Z,1ea6249a-29aa-4cca-96fe-664a3fc45657
3260,,,,,,,,,,,92e71969b96d8523a5c5d72fbbf452cc92bd6f48,2023-03-18T13:22:12.883Z,ea0b5811-dd07-4139-a2fe-62c2e7234642
3557,,,,,187850.76,187850.76,,2023-11-05T00:00:00.000Z,,,c0dae070ed8f7e76e82cbd632c1f1e7016edd997,2023-11-05T03:42:32.355Z,27ffc032-0e3a-466f-9d15-2ac708528221
3559,,,,,6291372.98,5879787.83,,2023-11-05T00:00:00.000Z,,,1b760e2cfcb88e499490aea38ff5201825cb9f72,2023-11-05T03:42:32.355Z,21f4079a-2ae9-4361-ba88-cd68bce5199f
3560,91,1195363.31,701179.76,494183.55,84749088.05,80805400.32,,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,,283b9477d7e65db7cf61cc5b3a477abfa5c4dbfb,2023-11-05T03:42:32.355Z,5262d34a-739e-4191-a4be-cb4148d065a2
3561,,,,,2154057.5,1987919.33,,2023-11-05T00:00:00.000Z,,,d128b28ea0dc83f2cce3be4162457b156f8c1300,2023-11-05T03:42:32.355Z,d246f3b5-d359-4e78-b8b7-9174a2aee53a
3562,,,,,12050.49,11180.86,,2023-11-05T00:00:00.000Z,,,56230a75e255ad32746c2827feb2a3e60a8a443d,2023-11-05T03:42:32.355Z,42d07c35-4122-4ff2-a91e-95883da7a195
3564,,,,,211253.17,210864.24,,2023-11-05T00:00:00.000Z,,,e8e5e0e01612db5295b075692dfaa25cfab91c0f,2023-11-05T03:42:32.355Z,c6f2d82b-04a8-4672-a84f-30c90f06bb91
3268,,,,,,,,,,,94f25b753d43146c29e5f82b4a5feb2a9f0c703c,2023-03-18T13:22:12.883Z,45ef7948-2dab-40fa-87dc-b1d791982397
3569,,,,,0,0,,2023-11-05T00:00:00.000Z,,,c8965dab1fba86d60cde322f1a2bdf20f286910c,2023-11-05T03:42:32.355Z,9c1c2869-ccc6-4cf8-9bbe-16ea1d4361fd
3574,,,,,80381.85,80381.85,,2023-11-05T00:00:00.000Z,,,9d871839f585670a7399b0e037bc9fe9011da502,2023-11-05T03:42:32.355Z,bf162db1-5bc1-4a1b-b6c5-b79efd0c76f2
3577,,,,,135897.37,120615.23,,2023-11-05T00:00:00.000Z,,,3c11e8eae203ccf793dc71dd1f6b20f7b322f077,2023-11-05T03:42:32.355Z,34d8b951-afd4-4073-91ae-d061a13128db
3581,,,,,340169.5,293249.56,,2023-11-05T00:00:00.000Z,,,057b3d007ddef5fd68be9a5664a146cc1c770cf1,2023-11-05T03:42:32.355Z,3b701207-583d-455e-b034-6d5f9790e4a8
3582,,,,,2674863.68,2668768.77,,2023-11-05T00:00:00.000Z,,,7f49338d6eb108f15a3d9c4f2267a7540a574010,2023-11-05T03:42:32.355Z,8fd94978-f089-4314-8395-bcee5c83f022
3279,,,,,,,,,,,3c25cd357642fd1d6d7e92fd3b2133fbf309bee4,2023-03-18T13:22:12.883Z,37aebad0-3281-4115-8c89-6bbaea9af4cd
3280,,,,,,,,,,,5b721c706a446006f197365b5249d07c164c23a4,2023-03-18T13:22:12.883Z,b4bc94c7-07d3-4db4-850c-4cff04a74ee0
3281,,,,,,,,,,,c052ff8b825c1919dfa5583d13dd206ccb87fb70,2023-03-18T13:22:12.883Z,5f6fbae1-b399-40e4-b140-339972ffb144
3282,,,,,,,,,,,4de4f18a000c45a3db1843e3b317fcca0bcd29f2,2023-03-18T13:22:12.883Z,5fd5de0e-8d0b-47ee-be84-6584c7107aa0
3585,,,,,0,0,,2023-11-05T00:00:00.000Z,,,cc7351e4bb909526f5afa9005f39b46610b9d64c,2023-11-05T03:42:32.355Z,ab72015d-67b6-4d31-8305-d3d3f5c08a6b
3284,,,,,,,,,,,ad11a217c8e798cf182acfff7afbfe97bc995e4a,2023-03-18T13:22:12.883Z,77fd3ecb-3212-4669-96c8-61f662eeaafd
3586,,,,,2102615.49,761026.19,,2023-11-05T00:00:00.000Z,,,502eef6aed081766ada0b57e556254f9546760bc,2023-11-05T03:42:32.355Z,3502ebcd-4e05-44d5-a426-c04639e37794
3289,,,,,,,,,,,c6a447d79ddb49224c5a867a69dfe62131a08fe0,2023-03-18T13:22:12.883Z,91398e9d-3391-4119-b456-31db6472c4a7
3589,,,,,940296.87,939399.25,,2023-11-05T00:00:00.000Z,,,03180fb40e80a44b4366161b2e1e06e63af274e5,2023-11-05T03:42:32.355Z,26a7fa14-b181-4abf-bf7f-1eb4cef9d3c7
4000,182,1754570.75,1421006.46,333564.29,2663059.78,938126.84,1700712.97,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,68035,5da12a7a1ef353c210c5e0568eb0b56f9644cbe7,2023-11-05T03:42:32.355Z,bd838f89-e9db-4ed7-9f58-e990fc065e32
4001,390,1428515.82,1294869.53,133646.29,10545798.69,300886,10137191.9,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,561231,5663aadb3669eae47286b87a1912f5f4ac3cdc0d,2023-11-05T03:42:32.355Z,92934544-84cb-45c7-9265-be84c8c2f51d
4002,,,,,32964612.36,1252767.5,31075830.98,2023-11-05T00:00:00.000Z,,4510495,4b1f887dd24bf27cc63ba36130f6ecf31c6c27f4,2023-11-05T03:42:32.355Z,b2fd2fb1-5e5a-411c-9f13-34d0e35ef27c
3295,,,,,,,,,,,ac880b82d63e8a6f7a05f5026a96cd647030b532,2023-03-18T13:22:12.883Z,3db16b41-6005-4fb8-aeff-b417bc990ed8
3296,,,,,,,,,,,cad9be6872e2068328f5e68cf6c9de2ed4cb4302,2023-03-18T13:22:12.883Z,31b29cc3-5dfe-49e5-b9fa-80aca3f5e2fd
3297,,,,,,,,,,,d40477ee724d1819a92e0541b18e89f72ff2152d,2023-03-18T13:22:12.883Z,baf05251-1cc0-4436-9d31-2344a818fee7
3298,,,,,,,,,,,ef7eca6dcda0eb799e152814f01b1740b4d9fdf0,2023-03-18T13:22:12.883Z,648c89cc-e216-48f5-8b9d-fd8d065cdf33
4003,,,,,9389606.38,235847.98,8865844.4,2023-11-05T00:00:00.000Z,,1231142,aca26d93820ef294c5f8e50d36b3ca7b8e83acab,2023-11-05T03:42:32.355Z,80edb9fb-7021-434f-b083-18dacb1e04d2
3301,,,,,,,,,,,3ea9739b33c99b7cfc4505df8dda18d8437a3606,2023-03-18T13:22:12.883Z,4d1c0122-7ec2-45d1-8800-5549097a1db1
3302,,,,,,,,,,,e4f70b664139b4aae991e180e7e810b0579fc2ba,2023-03-18T13:22:12.883Z,26797667-7204-42b7-9d28-ac8a96c551b1
