"GEO_ID","NAME","B25001_001E","B25001_001M","B25001_001MA","B25001_001EA",
"0500000US18083","Knox County, Indiana","17155","173","null","null",
"0500000US18085","Kosciusko County, Indiana","38817","129","null","null",
"0500000US18087","LaGrange County, Indiana","14923","56","null","null",
"0500000US18089","Lake County, Indiana","213679","316","null","null",
"0500000US18091","LaPorte County, Indiana","49231","174","null","null",
"0500000US18093","Lawrence County, Indiana","21191","92","null","null",
"0500000US18095","Madison County, Indiana","59173","217","null","null",
"0500000US18097","Marion County, Indiana","424711","436","null","null",
"0500000US18099","Marshall County, Indiana","20333","91","null","null",
"0500000US18101","Martin County, Indiana","4808","27","null","null",
"0500000US18103","Miami County, Indiana","15398","115","null","null",
"0500000US18105","Monroe County, Indiana","62073","338","null","null",
"0500000US18107","Montgomery County, Indiana","16709","111","null","null",
"0500000US18109","Morgan County, Indiana","28519","98","null","null",
"0500000US18111","Newton County, Indiana","6101","44","null","null",
"0500000US18113","Noble County, Indiana","20659","72","null","null",
"0500000US18115","Ohio County, Indiana","2865","41","null","null",
"0500000US18117","Orange County, Indiana","9243","62","null","null",
"0500000US18119","Owen County, Indiana","10234","43","null","null",
"0500000US18121","Parke County, Indiana","8253","64","null","null",
"0500000US18123","Perry County, Indiana","8737","90","null","null",
"0500000US18125","Pike County, Indiana","5787","64","null","null",
"0500000US18127","Porter County, Indiana","69271","173","null","null",
"0500000US18129","Posey County, Indiana","11552","72","null","null",
"0500000US18131","Pulaski County, Indiana","6119","35","null","null",
"0500000US18133","Putnam County, Indiana","15188","142","null","null",
"0500000US18135","Randolph County, Indiana","11711","81","null","null",
"0500000US18137","Ripley County, Indiana","12430","72","null","null",
"0500000US18139","Rush County, Indiana","7503","32","null","null",
"0500000US18141","St. Joseph County, Indiana","117050","343","null","null",
"0500000US18143","Scott County, Indiana","10667","76","null","null",
"0500000US18145","Shelby County, Indiana","19395","76","null","null",
"0500000US18147","Spencer County, Indiana","9126","77","null","null",
"0500000US18149","Starke County, Indiana","11185","35","null","null",
"0500000US18151","Steuben County, Indiana","20147","119","null","null",
"0500000US18153","Sullivan County, Indiana","8982","102","null","null",
"0500000US18155","Switzerland County, Indiana","5395","32","null","null",
"0500000US18157","Tippecanoe County, Indiana","77128","626","null","null",
"0500000US18159","Tipton County, Indiana","7021","41","null","null",
"0500000US18161","Union County, Indiana","3266","24","null","null",
"0500000US18163","Vanderburgh County, Indiana","84478","276","null","null",
"0500000US18165","Vermillion County, Indiana","7512","71","null","null",
"0500000US18167","Vigo County, Indiana","47351","276","null","null",
"0500000US18169","Wabash County, Indiana","14162","156","null","null",
"0500000US18171","Warren County, Indiana","3760","50","null","null",
"0500000US18173","Warrick County, Indiana","26309","86","null","null",
"0500000US18175","Washington County, Indiana","12454","58","null","null",
"0500000US18177","Wayne County, Indiana","31446","136","null","null",
"0500000US18179","Wells County, Indiana","11923","76","null","null",
"0500000US18181","White County, Indiana","13153","58","null","null",
"0500000US18183","Whitley County, Indiana","14911","75","null","null",
"0500000US19001","Adair County, Iowa","3709","51","null","null",
"0500000US19003","Adams County, Iowa","2011","36","null","null",
"0500000US19005","Allamakee County, Iowa","7816","65","null","null",
"0500000US19007","Appanoose County, Iowa","6639","30","null","null",
"0500000US19009","Audubon County, Iowa","2988","73","null","null",
"0500000US19011","Benton County, Iowa","11187","74","null","null",
"0500000US19013","Black Hawk County, Iowa","58187","177","null","null",
"0500000US19015","Boone County, Iowa","12017","89","null","null",
"0500000US19017","Bremer County, Iowa","10503","98","null","null",
"0500000US19019","Buchanan County, Iowa","9113","41","null","null",
"0500000US19021","Buena Vista County, Iowa","8292","95","null","null",
"0500000US19023","Butler County, Iowa","6804","45","null","null",
"0500000US19025","Calhoun County, Iowa","5108","124","null","null",
"0500000US19027","Carroll County, Iowa","9519","70","null","null",
"0500000US19029","Cass County, Iowa","6583","53","null","null",
"0500000US19031","Cedar County, Iowa","8244","54","null","null",
"0500000US19033","Cerro Gordo County, Iowa","22364","123","null","null",
"0500000US19035","Cherokee County, Iowa","5734","115","null","null",
"0500000US19037","Chickasaw County, Iowa","5702","57","null","null",
"0500000US19039","Clarke County, Iowa","4325","28","null","null",
"0500000US19041","Clay County, Iowa","8292","80","null","null",
"0500000US19043","Clayton County, Iowa","9133","84","null","null",
"0500000US19045","Clinton County, Iowa","22114","89","null","null",
"0500000US19047","Crawford County, Iowa","7068","88","null","null",
"0500000US19049","Dallas County, Iowa","37769","68","null","null",
"0500000US19051","Davis County, Iowa","3602","24","null","null",
"0500000US19053","Decatur County, Iowa","3853","63","null","null",
"0500000US19055","Delaware County, Iowa","8108","47","null","null",
"0500000US19057","Des Moines County, Iowa","18613","72","null","null",
"0500000US19059","Dickinson County, Iowa","14048","60","null","null",
"0500000US19061","Dubuque County, Iowa","41518","192","null","null",
"0500000US19063","Emmet County, Iowa","4811","91","null","null",
"0500000US19065","Fayette County, Iowa","9606","83","null","null",
"0500000US19067","Floyd County, Iowa","7571","87","null","null",
"0500000US19069","Franklin County, Iowa","4846","42","null","null",
"0500000US19071","Fremont County, Iowa","3444","42","null","null",
"0500000US19073","Greene County, Iowa","4546","43","null","null",
"0500000US19075","Grundy County, Iowa","5587","35","null","null",
"0500000US19077","Guthrie County, Iowa","5827","61","null","null",
"0500000US19079","Hamilton County, Iowa","7199","43","null","null",
"0500000US19081","Hancock County, Iowa","5342","45","null","null",
"0500000US19083","Hardin County, Iowa","8193","109","null","null",
"0500000US19085","Harrison County, Iowa","6837","80","null","null",
"0500000US19087","Henry County, Iowa","8415","83","null","null",
"0500000US19089","Howard County, Iowa","4376","61","null","null",
"0500000US19091","Humboldt County, Iowa","4741","32","null","null",
"0500000US19093","Ida County, Iowa","3450","47","null","null",
"0500000US19095","Iowa County, Iowa","7358","45","null","null",
"0500000US19097","Jackson County, Iowa","9599","42","null","null",
"0500000US19099","Jasper County, Iowa","16337","101","null","null",
"0500000US19101","Jefferson County, Iowa","7673","116","null","null",
"0500000US19103","Johnson County, Iowa","64901","437","null","null",
"0500000US19105","Jones County, Iowa","8990","85","null","null",
"0500000US19107","Keokuk County, Iowa","4880","32","null","null",
"0500000US19109","Kossuth County, Iowa","7526","65","null","null",
"0500000US19111","Lee County, Iowa","16235","102","null","null",
"0500000US19113","Linn County, Iowa","98022","216","null","null",
"0500000US19115","Louisa County, Iowa","5063","38","null","null",
"0500000US19117","Lucas County, Iowa","4199","36","null","null",
"0500000US19119","Lyon County, Iowa","5071","45","null","null",
"0500000US19121","Madison County, Iowa","7093","48","null","null",
"0500000US19123","Mahaska County, Iowa","9893","76","null","null",
"0500000US19125","Marion County, Iowa","14280","118","null","null",
"0500000US19127","Marshall County, Iowa","16842","144","null","null",
"0500000US19129","Mills County, Iowa","6118","91","null","null",
"0500000US19131","Mitchell County, Iowa","4987","46","null","null",
"0500000US19133","Monona County, Iowa","4723","56","null","null",
"0500000US19135","Monroe County, Iowa","4018","44","null","null",
"0500000US19137","Montgomery County, Iowa","5220","51","null","null",
"0500000US19139","Muscatine County, Iowa","18199","81","null","null",
"0500000US19141","O'Brien County, Iowa","6691","85","null","null",
"0500000US19143","Osceola County, Iowa","2960","31","null","null",
"0500000US19145","Page County, Iowa","7190","177","null","null",
"0500000US19147","Palo Alto County, Iowa","4594","51","null","null",
"0500000US19149","Plymouth County, Iowa","10908","70","null","null",
"0500000US19151","Pocahontas County, Iowa","3657","149","null","null",
"0500000US19153","Polk County, Iowa","204110","322","null","null",
"0500000US19155","Pottawattamie County, Iowa","40032","122","null","null",
"0500000US19157","Poweshiek County, Iowa","9160","68","null","null",
"0500000US19159","Ringgold County, Iowa","2610","38","null","null",
"0500000US19161","Sac County, Iowa","5398","36","null","null",
"0500000US19163","Scott County, Iowa","74662","179","null","null",
"0500000US19165","Shelby County, Iowa","5567","107","null","null",
"0500000US19167","Sioux County, Iowa","13030","117","null","null",
"0500000US19169","Story County, Iowa","40663","241","null","null",
"0500000US19171","Tama County, Iowa","7788","76","null","null",
"0500000US19173","Taylor County, Iowa","3105","31","null","null",
"0500000US19175","Union County, Iowa","5937","38","null","null",
"0500000US19177","Van Buren County, Iowa","3645","46","null","null",
"0500000US19179","Wapello County, Iowa","16080","94","null","null",
"0500000US19181","Warren County, Iowa","20340","108","null","null",
"0500000US19183","Washington County, Iowa","9777","64","null","null",
"0500000US19185","Wayne County, Iowa","3200","40","null","null",
"0500000US19187","Webster County, Iowa","17056","139","null","null",
"0500000US19189","Winnebago County, Iowa","5197","72","null","null",
"0500000US19191","Winneshiek County, Iowa","9008","102","null","null",
"0500000US19193","Woodbury County, Iowa","42455","130","null","null",
"0500000US19195","Worth County, Iowa","3519","31","null","null",
"0500000US19197","Wright County, Iowa","6499","53","null","null",
"0500000US20001","Allen County, Kansas","6351","80","null","null",
"0500000US20003","Anderson County, Kansas","3751","23","null","null",
"0500000US20005","Atchison County, Kansas","6959","119","null","null",
"0500000US20007","Barber County, Kansas","2727","80","null","null",
"0500000US20009","Barton County, Kansas","12728","72","null","null",
"0500000US20011","Bourbon County, Kansas","7122","56","null","null",
"0500000US20013","Brown County, Kansas","4748","49","null","null",
"0500000US20015","Butler County, Kansas","27086","117","null","null",
"0500000US20017","Chase County, Kansas","1492","22","null","null",
"0500000US20019","Chautauqua County, Kansas","2144","34","null","null",
"0500000US20021","Cherokee County, Kansas","9891","54","null","null",
"0500000US20023","Cheyenne County, Kansas","1511","39","null","null",
"0500000US20025","Clark County, Kansas","1171","66","null","null",
"0500000US20027","Clay County, Kansas","4097","40","null","null",
"0500000US20029","Cloud County, Kansas","4588","55","null","null",
"0500000US20031","Coffey County, Kansas","4105","66","null","null",
"0500000US20033","Comanche County, Kansas","1043","79","null","null",
"0500000US20035","Cowley County, Kansas","16223","113","null","null",
"0500000US20037","Crawford County, Kansas","18182","127","null","null",
"0500000US20039","Decatur County, Kansas","1795","21","null","null",
"0500000US20041","Dickinson County, Kansas","9180","51","null","null",
"0500000US20043","Doniphan County, Kansas","3575","59","null","null",
"0500000US20045","Douglas County, Kansas","51039","247","null","null",
"0500000US20047","Edwards County, Kansas","1622","30","null","null",
"0500000US20049","Elk County, Kansas","1754","17","null","null",
"0500000US20051","Ellis County, Kansas","13277","184","null","null",
"0500000US20053","Ellsworth County, Kansas","3232","113","null","null",
"0500000US20055","Finney County, Kansas","13608","70","null","null",
"0500000US20057","Ford County, Kansas","12285","83","null","null",
"0500000US20059","Franklin County, Kansas","11271","95","null","null",
"0500000US20061","Geary County, Kansas","15331","111","null","null",
"0500000US20063","Gove County, Kansas","1422","114","null","null",
"0500000US20065","Graham County, Kansas","1483","16","null","null",
"0500000US20067","Grant County, Kansas","2961","27","null","null",
"0500000US20069","Gray County, Kansas","2447","38","null","null",
"0500000US20071","Greeley County, Kansas","618","61","null","null",
"0500000US20073","Greenwood County, Kansas","4032","44","null","null",
"0500000US20075","Hamilton County, Kansas","1137","100","null","null",
"0500000US20077","Harper County, Kansas","3164","29","null","null",
"0500000US20079","Harvey County, Kansas","14823","86","null","null",
"0500000US20081","Haskell County, Kansas","1692","29","null","null",
"0500000US20083","Hodgeman County, Kansas","952","65","null","null",
"0500000US20085","Jackson County, Kansas","5872","62","null","null",
"0500000US20087","Jefferson County, Kansas","8419","32","null","null",
"0500000US20089","Jewell County, Kansas","2015","32","null","null",
"0500000US20091","Johnson County, Kansas","244796","234","null","null",
"0500000US20093","Kearny County, Kansas","1573","13","null","null",
"0500000US20095","Kingman County, Kansas","3842","54","null","null",
"0500000US20097","Kiowa County, Kansas","1241","53","null","null",
"0500000US20099","Labette County, Kansas","10039","96","null","null",
"0500000US20101","Lane County, Kansas","976","81","null","null",
"0500000US20103","Leavenworth County, Kansas","29992","195","null","null",
"0500000US20105","Lincoln County, Kansas","1848","18","null","null",
"0500000US20107","Linn County, Kansas","5614","112","null","null",
"0500000US20109","Logan County, Kansas","1449","24","null","null",
"0500000US20111","Lyon County, Kansas","15378","111","null","null",
"0500000US20113","McPherson County, Kansas","13351","140","null","null",
"0500000US20115","Marion County, Kansas","6002","58","null","null",
"0500000US20117","Marshall County, Kansas","4925","54","null","null",
"0500000US20119","Meade County, Kansas","1978","67","null","null",
"0500000US20121","Miami County, Kansas","13889","85","null","null",
"0500000US20123","Mitchell County, Kansas","3301","49","null","null",
"0500000US20125","Montgomery County, Kansas","16458","74","null","null",
"0500000US20127","Morris County, Kansas","3212","51","null","null",
"0500000US20129","Morton County, Kansas","1451","35","null","null",
"0500000US20131","Nemaha County, Kansas","4622","66","null","null",
"0500000US20133","Neosho County, Kansas","7749","63","null","null",
"0500000US20135","Ness County, Kansas","1687","88","null","null",
"0500000US20137","Norton County, Kansas","2542","82","null","null",
"0500000US20139","Osage County, Kansas","7618","52","null","null",
"0500000US20141","Osborne County, Kansas","2170","45","null","null",
"0500000US20143","Ottawa County, Kansas","2777","38","null","null",
"0500000US20145","Pawnee County, Kansas","3158","106","null","null",
"0500000US20147","Phillips County, Kansas","3089","23","null","null",
"0500000US20149","Pottawatomie County, Kansas","9824","53","null","null",
"0500000US20151","Pratt County, Kansas","4472","38","null","null",
"0500000US20153","Rawlins County, Kansas","1407","116","null","null",
"0500000US20155","Reno County, Kansas","28543","143","null","null",
"0500000US20157","Republic County, Kansas","2865","47","null","null",
"0500000US20159","Rice County, Kansas","4581","84","null","null",
"0500000US20161","Riley County, Kansas","31175","289","null","null",
"0500000US20163","Rooks County, Kansas","2744","38","null","null",
"0500000US20165","Rush County, Kansas","1867","60","null","null",
"0500000US20167","Russell County, Kansas","3883","24","null","null",
"0500000US20169","Saline County, Kansas","24411","98","null","null",
"0500000US20171","Scott County, Kansas","2194","95","null","null",
"0500000US20173","Sedgwick County, Kansas","220638","200","null","null",
"0500000US20175","Seward County, Kansas","8259","55","null","null",
"0500000US20177","Shawnee County, Kansas","80126","181","null","null",
"0500000US20179","Sheridan County, Kansas","1252","23","null","null",
"0500000US20181","Sherman County, Kansas","3110","55","null","null",
"0500000US20183","Smith County, Kansas","2230","45","null","null",
"0500000US20185","Stafford County, Kansas","2339","33","null","null",
"0500000US20187","Stanton County, Kansas","1094","100","null","null",
"0500000US20189","Stevens County, Kansas","2329","34","null","null",
"0500000US20191","Sumner County, Kansas","11014","60","null","null",
"0500000US20193","Thomas County, Kansas","3602","42","null","null",
"0500000US20195","Trego County, Kansas","1709","70","null","null",
"0500000US20197","Wabaunsee County, Kansas","3312","47","null","null",
"0500000US20199","Wallace County, Kansas","795","62","null","null",
"0500000US20201","Washington County, Kansas","2940","51","null","null",
"0500000US20203","Wichita County, Kansas","1081","93","null","null",
"0500000US20205","Wilson County, Kansas","4664","35","null","null",
"0500000US20207","Woodson County, Kansas","2025","17","null","null",
"0500000US20209","Wyandotte County, Kansas","68239","139","null","null",
"0500000US21001","Adair County, Kentucky","8626","94","null","null",
"0500000US21003","Allen County, Kentucky","9501","59","null","null",
"0500000US21005","Anderson County, Kentucky","9483","56","null","null",
"0500000US21007","Ballard County, Kentucky","3915","34","null","null",
"0500000US21009","Barren County, Kentucky","19807","75","null","null",
"0500000US21011","Bath County, Kentucky","5525","30","null","null",
"0500000US21013","Bell County, Kentucky","13226","97","null","null",
"0500000US21015","Boone County, Kentucky","49938","129","null","null",
"0500000US21017","Bourbon County, Kentucky","9085","58","null","null",
"0500000US21019","Boyd County, Kentucky","21649","101","null","null",
"0500000US21021","Boyle County, Kentucky","12517","151","null","null",
"0500000US21023","Bracken County, Kentucky","3860","39","null","null",
"0500000US21025","Breathitt County, Kentucky","6374","80","null","null",
"0500000US21027","Breckinridge County, Kentucky","10828","48","null","null",
"0500000US21029","Bullitt County, Kentucky","31841","91","null","null",
"0500000US21031","Butler County, Kentucky","5976","54","null","null",
"0500000US21033","Caldwell County, Kentucky","6289","29","null","null",
"0500000US21035","Calloway County, Kentucky","18924","155","null","null",
"0500000US21037","Campbell County, Kentucky","40533","172","null","null",
"0500000US21039","Carlisle County, Kentucky","2471","35","null","null",
"0500000US21041","Carroll County, Kentucky","4730","56","null","null",
"0500000US21043","Carter County, Kentucky","12523","67","null","null",
"0500000US21045","Casey County, Kentucky","7536","60","null","null",
"0500000US21047","Christian County, Kentucky","29961","162","null","null",
"0500000US21049","Clark County, Kentucky","15914","81","null","null",
"0500000US21051","Clay County, Kentucky","9055","104","null","null",
"0500000US21053","Clinton County, Kentucky","5314","42","null","null",
"0500000US21055","Crittenden County, Kentucky","4586","37","null","null",
"0500000US21057","Cumberland County, Kentucky","3673","41","null","null",
"0500000US21059","Daviess County, Kentucky","43348","295","null","null",
"0500000US21061","Edmonson County, Kentucky","6590","82","null","null",
"0500000US21063","Elliott County, Kentucky","3463","181","null","null",
"0500000US21065","Estill County, Kentucky","6929","39","null","null",
"0500000US21067","Fayette County, Kentucky","142813","543","null","null",
"0500000US21069","Fleming County, Kentucky","6732","44","null","null",
"0500000US21071","Floyd County, Kentucky","18569","121","null","null",
"0500000US21073","Franklin County, Kentucky","23272","133","null","null",
"0500000US21075","Fulton County, Kentucky","3336","71","null","null",
"0500000US21077","Gallatin County, Kentucky","3935","44","null","null",
"0500000US21079","Garrard County, Kentucky","7501","52","null","null",
"0500000US21081","Grant County, Kentucky","10276","62","null","null",
"0500000US21083","Graves County, Kentucky","16862","60","null","null",
"0500000US21085","Grayson County, Kentucky","13704","55","null","null",
"0500000US21087","Green County, Kentucky","5337","35","null","null",
"0500000US21089","Greenup County, Kentucky","16309","70","null","null",
"0500000US21091","Hancock County, Kentucky","3752","33","null","null",
"0500000US21093","Hardin County, Kentucky","46970","162","null","null",
"0500000US21095","Harlan County, Kentucky","13583","113","null","null",
"0500000US21097","Harrison County, Kentucky","8315","90","null","null",
"0500000US21099","Hart County, Kentucky","9162","58","null","null",
"0500000US21101","Henderson County, Kentucky","20577","148","null","null",
"0500000US21103","Henry County, Kentucky","6791","44","null","null",
"0500000US21105","Hickman County, Kentucky","2367","40","null","null",
"0500000US21107","Hopkins County, Kentucky","21490","87","null","null",
"0500000US21109","Jackson County, Kentucky","6629","44","null","null",
"0500000US21111","Jefferson County, Kentucky","347172","452","null","null",
"0500000US21113","Jessamine County, Kentucky","20614","105","null","null",
"0500000US21115","Johnson County, Kentucky","10632","83","null","null",
"0500000US21117","Kenton County, Kentucky","69790","117","null","null",
"0500000US21119","Knott County, Kentucky","7658","85","null","null",
"0500000US21121","Knox County, Kentucky","14796","91","null","null",
"0500000US21123","Larue County, Kentucky","6403","76","null","null",
"0500000US21125","Laurel County, Kentucky","25948","104","null","null",
"0500000US21127","Lawrence County, Kentucky","7446","35","null","null",
"0500000US21129","Lee County, Kentucky","3486","102","null","null",
"0500000US21131","Leslie County, Kentucky","5424","72","null","null",
"0500000US21133","Letcher County, Kentucky","11808","65","null","null",
"0500000US21135","Lewis County, Kentucky","6580","48","null","null",
"0500000US21137","Lincoln County, Kentucky","11055","67","null","null",
"0500000US21139","Livingston County, Kentucky","4879","44","null","null",
"0500000US21141","Logan County, Kentucky","12361","49","null","null",
"0500000US21143","Lyon County, Kentucky","4891","97","null","null",
"0500000US21145","McCracken County, Kentucky","32237","119","null","null",
"0500000US21147","McCreary County, Kentucky","7542","132","null","null",
"0500000US21149","McLean County, Kentucky","4285","39","null","null",
"0500000US21151","Madison County, Kentucky","36978","251","null","null",
"0500000US21153","Magoffin County, Kentucky","6106","49","null","null",
"0500000US21155","Marion County, Kentucky","8336","109","null","null",
"0500000US21157","Marshall County, Kentucky","16229","89","null","null",
"0500000US21159","Martin County, Kentucky","5297","200","null","null",
"0500000US21161","Mason County, Kentucky","8168","67","null","null",
"0500000US21163","Meade County, Kentucky","12530","49","null","null",
"0500000US21165","Menifee County, Kentucky","3921","166","null","null",
"0500000US21167","Mercer County, Kentucky","10195","63","null","null",
"0500000US21169","Metcalfe County, Kentucky","4753","43","null","null",
"0500000US21171","Monroe County, Kentucky","5262","53","null","null",
"0500000US21173","Montgomery County, Kentucky","12088","69","null","null",
"0500000US21175","Morgan County, Kentucky","6013","70","null","null",
"0500000US21177","Muhlenberg County, Kentucky","13825","82","null","null",
"0500000US21179","Nelson County, Kentucky","19211","84","null","null",
"0500000US21181","Nicholas County, Kentucky","3293","46","null","null",
"0500000US21183","Ohio County, Kentucky","10441","70","null","null",
"0500000US21185","Oldham County, Kentucky","22225","158","null","null",
"0500000US21187","Owen County, Kentucky","5753","44","null","null",
"0500000US21189","Owsley County, Kentucky","2239","161","null","null",
"0500000US21191","Pendleton County, Kentucky","6381","66","null","null",
"0500000US21193","Perry County, Kentucky","13025","96","null","null",
"0500000US21195","Pike County, Kentucky","31045","158","null","null",
"0500000US21197","Powell County, Kentucky","5677","52","null","null",
"0500000US21199","Pulaski County, Kentucky","31512","77","null","null",
"0500000US21201","Robertson County, Kentucky","1106","107","null","null",
"0500000US21203","Rockcastle County, Kentucky","7881","52","null","null",
"0500000US21205","Rowan County, Kentucky","10392","160","null","null",
"0500000US21207","Russell County, Kentucky","10150","37","null","null",
"0500000US21209","Scott County, Kentucky","22535","102","null","null",
"0500000US21211","Shelby County, Kentucky","18134","102","null","null",
"0500000US21213","Simpson County, Kentucky","7927","80","null","null",
"0500000US21215","Spencer County, Kentucky","7368","41","null","null",
"0500000US21217","Taylor County, Kentucky","10969","116","null","null",
"0500000US21219","Todd County, Kentucky","5356","35","null","null",
"0500000US21221","Trigg County, Kentucky","7972","48","null","null",
"0500000US21223","Trimble County, Kentucky","4007","37","null","null",
"0500000US21225","Union County, Kentucky","6246","137","null","null",
"0500000US21227","Warren County, Kentucky","54147","250","null","null",
"0500000US21229","Washington County, Kentucky","5206","76","null","null",
"0500000US21231","Wayne County, Kentucky","10946","34","null","null",
"0500000US21233","Webster County, Kentucky","5979","64","null","null",
"0500000US21235","Whitley County, Kentucky","15490","132","null","null",
"0500000US21237","Wolfe County, Kentucky","3731","53","null","null",
"0500000US21239","Woodford County, Kentucky","11230","74","null","null",
"0500000US22001","Acadia Parish, Louisiana","26516","96","null","null",
"0500000US22003","Allen Parish, Louisiana","9984","146","null","null",
"0500000US22005","Ascension Parish, Louisiana","48380","86","null","null",
"0500000US22007","Assumption Parish, Louisiana","10894","42","null","null",
"0500000US22009","Avoyelles Parish, Louisiana","18624","216","null","null",
"0500000US22011","Beauregard Parish, Louisiana","16013","77","null","null",
"0500000US22013","Bienville Parish, Louisiana","7922","72","null","null",
"0500000US22015","Bossier Parish, Louisiana","57540","348","null","null",
"0500000US22017","Caddo Parish, Louisiana","113427","303","null","null",
"0500000US22019","Calcasieu Parish, Louisiana","91644","160","null","null",
"0500000US22021","Caldwell Parish, Louisiana","5251","97","null","null",
"0500000US22023","Cameron Parish, Louisiana","4275","171","null","null",
"0500000US22025","Catahoula Parish, Louisiana","5036","160","null","null",
"0500000US22027","Claiborne Parish, Louisiana","7900","237","null","null",
"0500000US22029","Concordia Parish, Louisiana","9670","171","null","null",
"0500000US22031","De Soto Parish, Louisiana","13181","68","null","null",
"0500000US22033","East Baton Rouge Parish, Louisiana","195178","300","null","null",
"0500000US22035","East Carroll Parish, Louisiana","2821","361","null","null",
"0500000US22037","East Feliciana Parish, Louisiana","8556","226","null","null",
"0500000US22039","Evangeline Parish, Louisiana","15088","148","null","null",
"0500000US22041","Franklin Parish, Louisiana","9371","120","null","null",
"0500000US22043","Grant Parish, Louisiana","9430","134","null","null",
"0500000US22045","Iberia Parish, Louisiana","30625","106","null","null",
"0500000US22047","Iberville Parish, Louisiana","13533","181","null","null",
"0500000US22049","Jackson Parish, Louisiana","7919","87","null","null",
"0500000US22051","Jefferson Parish, Louisiana","188576","240","null","null",
"0500000US22053","Jefferson Davis Parish, Louisiana","14045","57","null","null",
"0500000US22055","Lafayette Parish, Louisiana","103855","237","null","null",
"0500000US22057","Lafourche Parish, Louisiana","41535","159","null","null",
"0500000US22059","LaSalle Parish, Louisiana","6758","97","null","null",
"0500000US22061","Lincoln Parish, Louisiana","20431","214","null","null",
"0500000US22063","Livingston Parish, Louisiana","57636","118","null","null",
"0500000US22065","Madison Parish, Louisiana","5179","144","null","null",
"0500000US22067","Morehouse Parish, Louisiana","12694","93","null","null",
"0500000US22069","Natchitoches Parish, Louisiana","19286","136","null","null",
"0500000US22071","Orleans Parish, Louisiana","192012","339","null","null",
"0500000US22073","Ouachita Parish, Louisiana","68905","292","null","null",
"0500000US22075","Plaquemines Parish, Louisiana","10251","68","null","null",
"0500000US22077","Pointe Coupee Parish, Louisiana","11649","67","null","null",
"0500000US22079","Rapides Parish, Louisiana","58564","236","null","null",
"0500000US22081","Red River Parish, Louisiana","4230","55","null","null",
"0500000US22083","Richland Parish, Louisiana","9026","59","null","null",
"0500000US22085","Sabine Parish, Louisiana","15221","61","null","null",
"0500000US22087","St. Bernard Parish, Louisiana","17151","46","null","null",
"0500000US22089","St. Charles Parish, Louisiana","20806","73","null","null",
"0500000US22091","St. Helena Parish, Louisiana","5372","44","null","null",
"0500000US22093","St. James Parish, Louisiana","8935","42","null","null",
"0500000US22095","St. John the Baptist Parish, Louisiana","17846","69","null","null",
"0500000US22097","St. Landry Parish, Louisiana","37110","93","null","null",
"0500000US22099","St. Martin Parish, Louisiana","23643","107","null","null",
"0500000US22101","St. Mary Parish, Louisiana","23557","98","null","null",
"0500000US22103","St. Tammany Parish, Louisiana","104300","115","null","null",
"0500000US22105","Tangipahoa Parish, Louisiana","56449","180","null","null",
"0500000US22107","Tensas Parish, Louisiana","3433","19","null","null",
"0500000US22109","Terrebonne Parish, Louisiana","45546","141","null","null",
"0500000US22111","Union Parish, Louisiana","11932","83","null","null",
"0500000US22113","Vermilion Parish, Louisiana","26769","90","null","null",
"0500000US22115","Vernon Parish, Louisiana","22307","309","null","null",
"0500000US22117","Washington Parish, Louisiana","21762","93","null","null",
"0500000US22119","Webster Parish, Louisiana","19783","115","null","null",
"0500000US22121","West Baton Rouge Parish, Louisiana","11319","111","null","null",
"0500000US22123","West Carroll Parish, Louisiana","5211","67","null","null",
"0500000US22125","West Feliciana Parish, Louisiana","5490","69","null","null",
"0500000US22127","Winn Parish, Louisiana","7312","114","null","null",
"0500000US23001","Androscoggin County, Maine","50053","187","null","null",
"0500000US23003","Aroostook County, Maine","40007","157","null","null",
"0500000US23005","Cumberland County, Maine","145838","279","null","null",
"0500000US23007","Franklin County, Maine","22265","122","null","null",
"0500000US23009","Hancock County, Maine","41461","155","null","null",
"0500000US23011","Kennebec County, Maine","62997","180","null","null",
"0500000US23013","Knox County, Maine","24468","105","null","null",
"0500000US23015","Lincoln County, Maine","24073","73","null","null",
"0500000US23017","Oxford County, Maine","37123","60","null","null",
"0500000US23019","Penobscot County, Maine","76088","263","null","null",
"0500000US23021","Piscataquis County, Maine","15508","76","null","null",
"0500000US23023","Sagadahoc County, Maine","18931","67","null","null",
"0500000US23025","Somerset County, Maine","30963","74","null","null",
"0500000US23027","Waldo County, Maine","22570","122","null","null",
"0500000US23029","Washington County, Maine","23381","92","null","null",
"0500000US23031","York County, Maine","111067","225","null","null",
"0500000US24001","Allegany County, Maryland","32823","248","null","null",
"0500000US24003","Anne Arundel County, Maryland","226330","523","null","null",
"0500000US24005","Baltimore County, Maryland","337580","423","null","null",
"0500000US24009","Calvert County, Maryland","35421","95","null","null",
"0500000US24011","Caroline County, Maryland","13645","85","null","null",
"0500000US24013","Carroll County, Maryland","63767","189","null","null",
"0500000US24015","Cecil County, Maryland","42690","112","null","null",
"0500000US24017","Charles County, Maryland","61226","181","null","null",
"0500000US24019","Dorchester County, Maryland","16754","69","null","null",
"0500000US24021","Frederick County, Maryland","99179","215","null","null",
"0500000US24023","Garrett County, Maryland","19428","92","null","null",
"0500000US24025","Harford County, Maryland","100952","175","null","null",
"0500000US24027","Howard County, Maryland","120834","214","null","null",
"0500000US24029","Kent County, Maryland","10687","91","null","null",
